record_id,protocol_id,scenario,variant,variant_status,training_seed,evaluation_episode_index,robot_count,training_episodes,validation_points,safety_envelope,control_step_s,fully_successful_episode,collision_episode,rr_near_miss_count,rp_near_miss_count,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,astar_reference_path_length_m,executed_to_astar_ratio,trajectory_straightness,turning_per_m_rad_per_m,sharp_turn_count,min_rr_center_distance_m,min_rp_center_distance_m,intervention_ratio,mean_policy_inference_time_ms,p95_policy_inference_time_ms,active_conflict_edge_count_mean,possible_edge_count,edge_density_mean,checkpoint_sha256,source_commit,config_sha256
abl__mixed_complex__Fully-connected_GAT__seed1__ep09,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,1,9,4,100,20,ON,0.1,1,0,0,0,47.521812,50.81149,1.050641,20.970492,23.0529,0.9097,0.804116,0.64982,1,0.821554,0.796667,0.314088,0.9505,1.6524,2.3754,12,0.19795,625b60761c892177f8c0f5a45ae622a2f181d33a2f58e8256c5d27d26cdaba14,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed2__ep00,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,2,0,4,100,20,ON,0.1,1,0,0,0,47.805885,49.158331,0.786351,20.679294,22.9323,0.9018,0.793888,0.718367,0,0.792438,0.790664,0.325898,0.9685,1.5939,3.3675,12,0.280625,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed2__ep01,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,2,1,4,100,20,ON,0.1,1,0,0,0,49.798543,50.922138,0.903271,21.036607,23.0576,0.9123,0.796151,0.695611,0,0.778017,0.783271,0.301683,0.9801,1.4716,3.9367,12,0.328058,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed2__ep02,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,2,2,4,100,20,ON,0.1,1,0,0,0,48.916875,50.690693,0.879932,21.564383,22.947,0.9397,0.79912,0.730766,0,0.802996,0.784711,0.301354,0.8808,1.5108,3.3637,12,0.280308,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed2__ep03,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,2,3,4,100,20,ON,0.1,1,0,0,0,47.556295,48.909199,0.873961,21.53035,23.1966,0.9282,0.793947,0.70189,0,0.767198,0.780532,0.283225,0.8761,1.5748,2.9355,12,0.244625,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed2__ep04,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,2,4,4,100,20,ON,0.1,1,0,0,0,48.819515,50.334567,0.945478,21.168505,22.8654,0.9258,0.786693,0.788508,0,0.796814,0.77357,0.299639,0.9998,1.4155,3.0136,12,0.251133,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed2__ep05,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,2,5,4,100,20,ON,0.1,1,0,0,0,47.029577,48.694578,0.838659,21.002893,23.1342,0.9079,0.807713,0.750766,0,0.777433,0.783328,0.304037,0.8261,1.4034,2.6302,12,0.219183,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed2__ep06,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,2,6,4,100,20,ON,0.1,1,0,0,0,47.824563,49.45395,0.69522,21.431173,23.1823,0.9245,0.797535,0.71508,0,0.789367,0.768028,0.296843,0.9716,1.419,3.5376,12,0.2948,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed2__ep07,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,2,7,4,100,20,ON,0.1,1,0,0,0,50.015589,51.255852,0.845695,20.950857,22.9902,0.9113,0.793836,0.703583,0,0.808749,0.787184,0.31443,0.8667,1.6164,3.1337,12,0.261142,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed2__ep08,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,2,8,4,100,20,ON,0.1,1,0,0,0,47.585929,49.111701,0.943133,21.274718,23.0529,0.9229,0.790416,0.697922,0,0.779009,0.758904,0.309626,0.9624,1.6766,3.6943,12,0.307858,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed2__ep09,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,2,9,4,100,20,ON,0.1,1,0,0,0,47.466407,48.906354,0.941627,20.868593,23.2401,0.898,0.793287,0.679734,0,0.795487,0.784945,0.298367,0.7068,1.4711,3.8016,12,0.3168,5f471704c6d7db5093ce364f8b7a758649dc879676dad4f4a3b236be7b09a0a7,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed3__ep00,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,3,0,4,100,20,ON,0.1,1,0,0,0,48.469047,52.977736,0.793031,20.730659,23.1823,0.8942,0.775478,0.72988,2,0.816801,0.752601,0.300497,0.7517,1.4974,2.9337,12,0.244475,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed3__ep01,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,3,1,4,100,20,ON,0.1,1,0,0,0,46.292102,50.810876,0.71206,22.067516,22.9467,0.9617,0.783251,0.758361,0,0.795714,0.784278,0.294597,0.8695,1.4579,3.1449,12,0.262075,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed3__ep02,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,3,2,4,100,20,ON,0.1,1,0,0,0,45.335445,49.577615,0.810194,21.563316,23.1777,0.9303,0.791362,0.772015,0,0.775427,0.788686,0.298403,0.965,1.4153,2.7144,12,0.2262,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed3__ep03,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,3,3,4,100,20,ON,0.1,1,0,0,0,46.042009,50.618792,0.848931,21.760618,23.1388,0.9404,0.789088,0.720394,0,0.793081,0.794531,0.308805,0.9986,1.5738,2.4669,12,0.205575,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed3__ep04,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,3,4,4,100,20,ON,0.1,1,0,0,0,48.365997,52.780737,0.813436,21.809086,23.1342,0.9427,0.792115,0.738466,0,0.80382,0.794019,0.311384,0.7096,1.3241,2.9467,12,0.245558,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed3__ep05,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,3,5,4,100,20,ON,0.1,1,0,0,0,44.771365,49.205182,0.754268,21.110399,23.0092,0.9175,0.786497,0.708656,0,0.781443,0.773471,0.319299,0.8699,1.3381,2.7721,12,0.231008,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed3__ep06,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,3,6,4,100,20,ON,0.1,1,0,0,0,45.630365,50.11244,0.775685,22.305985,23.0719,0.9668,0.788667,0.749104,0,0.798617,0.79921,0.311456,0.9907,1.4405,2.9679,12,0.247325,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed3__ep07,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,3,7,4,100,20,ON,0.1,1,0,0,0,48.619231,52.748697,0.74543,20.976281,23.0573,0.9097,0.784123,0.715066,0,0.799089,0.801607,0.316862,0.9907,1.5527,2.6777,12,0.223142,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed3__ep08,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,3,8,4,100,20,ON,0.1,1,0,0,0,47.676695,51.555873,0.734603,21.628794,23.1151,0.9357,0.795578,0.781828,0,0.794183,0.77378,0.303761,0.8194,1.3569,2.4794,12,0.206617,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed3__ep09,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,3,9,4,100,20,ON,0.1,1,0,0,0,45.351301,49.902311,0.732225,22.105331,23.0576,0.9587,0.791079,0.775249,0,0.795506,0.784888,0.297516,0.8671,1.3662,2.1444,12,0.1787,a0b34284160998f6a6bfba14d60632f2538fa929bca26bc3fa42002ddc241103,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed4__ep00,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,4,0,4,100,20,ON,0.1,1,0,0,0,47.326873,50.703029,0.932312,21.954192,23.0526,0.9524,0.780395,0.678117,1,0.830672,0.814334,0.2875,0.7959,1.5982,2.0212,12,0.168433,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed4__ep01,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,4,1,4,100,20,ON,0.1,1,0,0,0,46.516275,49.59088,0.859876,21.236542,23.0529,0.9212,0.786229,0.739922,1,0.84925,0.785116,0.274118,0.7048,1.5713,2.1888,12,0.1824,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed4__ep02,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,4,2,4,100,20,ON,0.1,1,0,0,0,46.056162,49.441797,0.872435,21.382788,22.9904,0.9301,0.792955,0.671878,1,0.852228,0.810658,0.281138,0.7699,1.3847,2.205,12,0.18375,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed4__ep03,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,4,3,4,100,20,ON,0.1,1,0,0,0,48.578685,52.155005,0.887582,22.347931,23.0141,0.9711,0.779367,0.73491,1,0.830244,0.814219,0.278891,0.7038,1.3404,2.005,12,0.167083,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed4__ep04,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,4,4,4,100,20,ON,0.1,1,0,0,0,45.519723,48.584234,0.930516,22.122008,22.7771,0.9712,0.782372,0.625324,1,0.854178,0.769969,0.28867,0.9269,1.3267,1.8048,12,0.1504,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed4__ep05,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,4,5,4,100,20,ON,0.1,1,0,0,0,44.713149,47.735348,0.930138,21.29389,23.0095,0.9254,0.784182,0.72196,1,0.867161,0.777611,0.282551,0.9114,1.6445,2.1761,12,0.181342,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed4__ep06,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,4,6,4,100,20,ON,0.1,1,0,0,0,46.052268,49.092977,0.880369,21.419361,23.0576,0.9289,0.78173,0.680558,1,0.826873,0.774635,0.286462,0.9146,1.4914,2.1427,12,0.178558,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed4__ep07,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,4,7,4,100,20,ON,0.1,1,0,0,0,45.011692,47.955856,0.82978,21.668476,23.2011,0.9339,0.776852,0.757219,1,0.85268,0.813808,0.272189,0.8773,1.4658,2.0811,12,0.173425,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed4__ep08,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,4,8,4,100,20,ON,0.1,1,0,0,0,45.701059,49.093307,0.947094,22.374653,23.0716,0.9698,0.787271,0.648407,1,0.838818,0.787601,0.278334,0.9212,1.4835,2.1843,12,0.182025,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed4__ep09,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,4,9,4,100,20,ON,0.1,1,0,0,0,44.922794,48.199278,0.916194,21.971272,23.1342,0.9497,0.786913,0.653578,1,0.834723,0.764659,0.277199,0.8414,1.3558,2.1138,12,0.17615,2e36d3eee72b97f47984be496cf1d347d825ffe26b59cfd86407a475fd71af1c,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed5__ep00,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,5,0,4,100,20,ON,0.1,1,0,0,0,46.566855,49.23822,0.592259,21.982996,23.1966,0.9477,0.780912,0.620547,1,0.852424,0.828446,0.284997,0.7434,1.3212,1.9839,12,0.165325,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed5__ep01,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,5,1,4,100,20,ON,0.1,1,0,0,0,46.52947,48.899045,0.694699,21.455953,23.1154,0.9282,0.775442,0.769269,2,0.853358,0.780842,0.261605,0.8623,1.3472,2.0778,12,0.17315,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed5__ep02,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,5,2,4,100,20,ON,0.1,1,0,0,0,47.407042,49.754512,0.666946,22.481955,23.0527,0.9752,0.771627,0.726397,0,0.863735,0.816566,0.276888,0.9352,1.6377,2.3788,12,0.198233,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed5__ep03,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,5,3,4,100,20,ON,0.1,1,0,0,0,47.504617,49.725698,0.726645,21.552447,22.9467,0.9392,0.782647,0.666622,0,0.838505,0.801108,0.291904,0.9466,1.6204,2.4434,12,0.203617,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed5__ep04,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,5,4,4,100,20,ON,0.1,1,0,0,0,45.731146,47.883314,0.660464,20.939374,23.1198,0.9057,0.785151,0.752671,1,0.855792,0.824942,0.285522,0.8828,1.5293,2.2841,12,0.190342,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed5__ep05,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,5,5,4,100,20,ON,0.1,1,0,0,0,47.13157,49.497616,0.619212,20.704806,22.9279,0.903,0.778523,0.740494,1,0.836196,0.82434,0.285674,0.7941,1.4289,1.7914,12,0.149283,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed5__ep06,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,5,6,4,100,20,ON,0.1,1,0,0,0,46.799881,49.395676,0.677591,21.819901,23.1342,0.9432,0.778073,0.677746,0,0.824947,0.801755,0.287589,0.7662,1.5945,2.1493,12,0.179108,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed5__ep07,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,5,7,4,100,20,ON,0.1,1,0,0,0,47.437688,50.383289,0.68808,21.194891,23.2401,0.912,0.782261,0.713751,2,0.843442,0.791848,0.287382,0.7682,1.5046,2.1859,12,0.182158,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed5__ep08,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,5,8,4,100,20,ON,0.1,1,0,0,0,44.310252,46.509488,0.635249,22.032787,23.2445,0.9479,0.779067,0.738391,0,0.849191,0.810644,0.284813,0.8493,1.4877,2.3292,12,0.1941,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed5__ep09,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,5,9,4,100,20,ON,0.1,1,0,0,0,48.362786,50.789172,0.569397,22.121401,22.7817,0.971,0.780988,0.699138,0,0.840119,0.804674,0.266306,0.964,1.6508,1.8385,12,0.153208,d44280e378362cd408f6f040450d5445982ed7615924685f3f342c73ffb525d5,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed6__ep00,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,6,0,4,100,20,ON,0.1,1,0,0,0,47.418227,50.286602,0.894611,21.314134,22.9018,0.9307,0.787751,0.653652,1,0.809119,0.758078,0.310141,0.9446,1.4507,2.7566,12,0.229717,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed6__ep01,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,6,1,4,100,20,ON,0.1,1,0,0,0,46.19247,49.210825,0.914123,21.898555,23.0095,0.9517,0.795772,0.728017,1,0.775285,0.740159,0.29822,0.9303,1.415,3.2162,12,0.268017,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed6__ep02,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,6,2,4,100,20,ON,0.1,1,0,0,0,44.07838,46.694716,0.949932,21.220405,23.1777,0.9156,0.780289,0.666259,1,0.78893,0.732775,0.305956,0.8513,1.6126,3.3414,12,0.27845,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed6__ep03,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,6,3,4,100,20,ON,0.1,1,0,0,0,46.857212,50.004718,0.831547,21.649028,22.9692,0.9425,0.790175,0.735983,1,0.827094,0.749449,0.300591,0.8444,1.4906,2.9438,12,0.245317,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed6__ep04,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,6,4,4,100,20,ON,0.1,1,0,0,0,45.346467,48.557421,0.870186,21.295116,22.8654,0.9313,0.78837,0.723808,0,0.791741,0.758212,0.310558,0.9786,1.3072,2.8059,12,0.233825,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed6__ep05,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,6,5,4,100,20,ON,0.1,1,0,0,0,48.286138,50.99832,0.849929,21.797119,23.1342,0.9422,0.780377,0.680196,1,0.811968,0.778799,0.292397,0.7978,1.3787,2.5926,12,0.21605,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
abl__mixed_complex__Fully-connected_GAT__seed6__ep06,mixed_complex_component_ablation,mixed_complex,Fully-connected GAT,new_required_mechanism_control,6,6,4,100,20,ON,0.1,1,0,0,0,44.820826,47.572041,0.874463,21.664125,23.1777,0.9347,0.781207,0.659984,1,0.793009,0.750614,0.309811,0.9172,1.4323,2.7066,12,0.22555,e74746e4d7f84a1df3b44a7ef354368b27c805feef1f3e065c48151b11177900,6ab462282254dde9da98b27b25c83d9d362b1a8c,9062f5badcdc74ac04453a1a10003a67861b87c5d04323ae551cb9966d40024c
