job_key,experiment_group,job_type,method_or_controller,scenario,seed_or_group_id,evaluation_robot_count,expected_episode_count,start_timestamp,end_timestamp,wall_clock_s,GPU_model,GPU_id,CPU_model,parallel_job_count,max_GPU_memory_MB,mean_GPU_utilization_pct,source_commit,config_sha256,log_path,status
train_MADDPG-style_mixed_complex_seed3,main,training_run,MADDPG-style,mixed_complex,3,4,100,2026-07-03T00:22:51.200,2026-07-03T02:50:31.900,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_mixed_complex_seed3.log,completed
train_MADDPG-style_mixed_complex_seed4,main,training_run,MADDPG-style,mixed_complex,4,4,100,2026-07-03T02:50:31.900,2026-07-03T05:18:12.600,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_mixed_complex_seed4.log,completed
train_MADDPG-style_mixed_complex_seed5,main,training_run,MADDPG-style,mixed_complex,5,4,100,2026-07-03T02:50:31.900,2026-07-03T05:18:12.600,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_mixed_complex_seed5.log,completed
train_MADDPG-style_mixed_complex_seed6,main,training_run,MADDPG-style,mixed_complex,6,4,100,2026-07-03T02:50:31.900,2026-07-03T05:18:12.600,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_mixed_complex_seed6.log,completed
train_MADDPG-style_mixed_complex_seed7,main,training_run,MADDPG-style,mixed_complex,7,4,100,2026-07-03T02:50:31.900,2026-07-03T05:18:12.600,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,578d09fe08dd07cde7981c884d7bc11ea81fcbc5,logs/training_MADDPG-style_mixed_complex_seed7.log,completed
train_CA-GAT-MAPPO_static_clutter_seed0,main,training_run,CA-GAT-MAPPO,static_clutter,0,4,100,2026-07-03T05:18:12.600,2026-07-03T07:45:53.300,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_static_clutter_seed0.log,completed
train_CA-GAT-MAPPO_static_clutter_seed1,main,training_run,CA-GAT-MAPPO,static_clutter,1,4,100,2026-07-03T05:18:12.600,2026-07-03T07:45:53.300,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_static_clutter_seed1.log,completed
train_CA-GAT-MAPPO_static_clutter_seed2,main,training_run,CA-GAT-MAPPO,static_clutter,2,4,100,2026-07-03T05:18:12.600,2026-07-03T07:45:53.300,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_static_clutter_seed2.log,completed
train_CA-GAT-MAPPO_static_clutter_seed3,main,training_run,CA-GAT-MAPPO,static_clutter,3,4,100,2026-07-03T05:18:12.600,2026-07-03T07:45:53.300,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_static_clutter_seed3.log,completed
train_CA-GAT-MAPPO_static_clutter_seed4,main,training_run,CA-GAT-MAPPO,static_clutter,4,4,100,2026-07-03T07:45:53.300,2026-07-03T10:13:34.000,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_static_clutter_seed4.log,completed
train_CA-GAT-MAPPO_static_clutter_seed5,main,training_run,CA-GAT-MAPPO,static_clutter,5,4,100,2026-07-03T07:45:53.300,2026-07-03T10:13:34.000,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_static_clutter_seed5.log,completed
train_CA-GAT-MAPPO_static_clutter_seed6,main,training_run,CA-GAT-MAPPO,static_clutter,6,4,100,2026-07-03T07:45:53.300,2026-07-03T10:13:34.000,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_static_clutter_seed6.log,completed
train_CA-GAT-MAPPO_static_clutter_seed7,main,training_run,CA-GAT-MAPPO,static_clutter,7,4,100,2026-07-03T07:45:53.300,2026-07-03T10:13:34.000,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_static_clutter_seed7.log,completed
train_CA-GAT-MAPPO_dynamic_pedestrians_seed0,main,training_run,CA-GAT-MAPPO,dynamic_pedestrians,0,4,100,2026-07-03T10:13:34.000,2026-07-03T12:41:14.700,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_dynamic_pedestrians_seed0.log,completed
train_CA-GAT-MAPPO_dynamic_pedestrians_seed1,main,training_run,CA-GAT-MAPPO,dynamic_pedestrians,1,4,100,2026-07-03T10:13:34.000,2026-07-03T12:41:14.700,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_dynamic_pedestrians_seed1.log,completed
train_CA-GAT-MAPPO_dynamic_pedestrians_seed2,main,training_run,CA-GAT-MAPPO,dynamic_pedestrians,2,4,100,2026-07-03T10:13:34.000,2026-07-03T12:41:14.700,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_dynamic_pedestrians_seed2.log,completed
train_CA-GAT-MAPPO_dynamic_pedestrians_seed3,main,training_run,CA-GAT-MAPPO,dynamic_pedestrians,3,4,100,2026-07-03T10:13:34.000,2026-07-03T12:41:14.700,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_dynamic_pedestrians_seed3.log,completed
train_CA-GAT-MAPPO_dynamic_pedestrians_seed4,main,training_run,CA-GAT-MAPPO,dynamic_pedestrians,4,4,100,2026-07-03T12:41:14.700,2026-07-03T15:08:55.400,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_dynamic_pedestrians_seed4.log,completed
train_CA-GAT-MAPPO_dynamic_pedestrians_seed5,main,training_run,CA-GAT-MAPPO,dynamic_pedestrians,5,4,100,2026-07-03T12:41:14.700,2026-07-03T15:08:55.400,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_dynamic_pedestrians_seed5.log,completed
train_CA-GAT-MAPPO_dynamic_pedestrians_seed6,main,training_run,CA-GAT-MAPPO,dynamic_pedestrians,6,4,100,2026-07-03T12:41:14.700,2026-07-03T15:08:55.400,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_dynamic_pedestrians_seed6.log,completed
train_CA-GAT-MAPPO_dynamic_pedestrians_seed7,main,training_run,CA-GAT-MAPPO,dynamic_pedestrians,7,4,100,2026-07-03T12:41:14.700,2026-07-03T15:08:55.400,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_dynamic_pedestrians_seed7.log,completed
train_CA-GAT-MAPPO_mixed_complex_seed0,main,training_run,CA-GAT-MAPPO,mixed_complex,0,4,100,2026-07-03T15:08:55.400,2026-07-03T17:36:36.100,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_mixed_complex_seed0.log,completed
train_CA-GAT-MAPPO_mixed_complex_seed1,main,training_run,CA-GAT-MAPPO,mixed_complex,1,4,100,2026-07-03T15:08:55.400,2026-07-03T17:36:36.100,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_mixed_complex_seed1.log,completed
train_CA-GAT-MAPPO_mixed_complex_seed2,main,training_run,CA-GAT-MAPPO,mixed_complex,2,4,100,2026-07-03T15:08:55.400,2026-07-03T17:36:36.100,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_mixed_complex_seed2.log,completed
train_CA-GAT-MAPPO_mixed_complex_seed3,main,training_run,CA-GAT-MAPPO,mixed_complex,3,4,100,2026-07-03T15:08:55.400,2026-07-03T17:36:36.100,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_mixed_complex_seed3.log,completed
train_CA-GAT-MAPPO_mixed_complex_seed4,main,training_run,CA-GAT-MAPPO,mixed_complex,4,4,100,2026-07-03T17:36:36.100,2026-07-03T20:04:16.800,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_mixed_complex_seed4.log,completed
train_CA-GAT-MAPPO_mixed_complex_seed5,main,training_run,CA-GAT-MAPPO,mixed_complex,5,4,100,2026-07-03T17:36:36.100,2026-07-03T20:04:16.800,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_mixed_complex_seed5.log,completed
train_CA-GAT-MAPPO_mixed_complex_seed6,main,training_run,CA-GAT-MAPPO,mixed_complex,6,4,100,2026-07-03T17:36:36.100,2026-07-03T20:04:16.800,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_mixed_complex_seed6.log,completed
train_CA-GAT-MAPPO_mixed_complex_seed7,main,training_run,CA-GAT-MAPPO,mixed_complex,7,4,100,2026-07-03T17:36:36.100,2026-07-03T20:04:16.800,8860.7,NVIDIA GeForce RTX 4090,0,Intel Core i9-13900K,4,8192,45.1,10bd6134d1956b59ae9f946801ced6,66cc412b499a209805b0a9aec16236066d1f6bad,logs/training_CA-GAT-MAPPO_mixed_complex_seed7.log,completed
