record_id,protocol_id,scenario,method,training_seed,evaluation_episode_index,robot_count,policy_checkpoint_reused_from_main,safety_envelope,A_star_guide,ORCA_style_prior,velocity_slew_limits,pedestrian_limiter,lidar_safety_filter,robot_robot_shield,control_step_s,successful_robots,fully_successful_episode,collision_episode,rr_collision_count,rp_collision_count,obstacle_collision_count,timeout_failure_count,deadlock_failure_count,rr_near_miss_count,rp_near_miss_count,average_completion_time_s,makespan_s,average_waiting_time_s,average_path_length_m,astar_reference_path_length_m,executed_to_astar_ratio,trajectory_straightness,min_rr_center_distance_m,min_rp_center_distance_m,pre_filter_min_pred_rr_distance_m,pre_filter_min_pred_rp_distance_m,checkpoint_sha256
safetyoff__mixed_complex__IPPO__seed5__ep04,safety_off_evaluation,mixed_complex,IPPO,5,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,45.35,49.5,1.599,18.31,23.1198,0.792,0.7375,0.474,0.6584,0.3792,0.5267,8cbb86c59a476f4897551199b5550973b5d2c7f74f478ce620d61d091c039f9b
safetyoff__mixed_complex__IPPO__seed5__ep05,safety_off_evaluation,mixed_complex,IPPO,5,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,0,49.29,56.4,1.743,17.76,22.9279,0.7746,0.759,0.5122,0.7667,0.4098,0.6134,8cbb86c59a476f4897551199b5550973b5d2c7f74f478ce620d61d091c039f9b
safetyoff__mixed_complex__IPPO__seed5__ep06,safety_off_evaluation,mixed_complex,IPPO,5,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,48.69,53.54,0.876,18.13,23.1342,0.7837,0.7565,0.6227,0.6385,0.4982,0.5108,8cbb86c59a476f4897551199b5550973b5d2c7f74f478ce620d61d091c039f9b
safetyoff__mixed_complex__IPPO__seed5__ep07,safety_off_evaluation,mixed_complex,IPPO,5,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,52.84,57.11,2.236,17.41,23.2401,0.7491,0.6974,0.5569,0.7402,0.4455,0.5922,8cbb86c59a476f4897551199b5550973b5d2c7f74f478ce620d61d091c039f9b
safetyoff__mixed_complex__IPPO__seed5__ep08,safety_off_evaluation,mixed_complex,IPPO,5,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,0,53,57.9,1.658,17.3,23.2445,0.7443,0.722,0.5206,0.8065,0.4165,0.6452,8cbb86c59a476f4897551199b5550973b5d2c7f74f478ce620d61d091c039f9b
safetyoff__mixed_complex__IPPO__seed5__ep09,safety_off_evaluation,mixed_complex,IPPO,5,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,1,0,1,1,1,1,0,0,1,1,48.09,52.49,2.026,17.99,N/A (episode terminated early),N/A (early termination),0.7173,0.3009,0.4978,0.2407,0.3982,8cbb86c59a476f4897551199b5550973b5d2c7f74f478ce620d61d091c039f9b
safetyoff__mixed_complex__IPPO__seed6__ep00,safety_off_evaluation,mixed_complex,IPPO,6,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,0,47.46,54.2,1.632,18.49,22.9018,0.8074,0.7403,0.5322,0.8427,0.4258,0.6742,95a32e5132dcbe1c08750d056b0be52db1d5bb2ac142815c58c42064ba807fdd
safetyoff__mixed_complex__IPPO__seed6__ep01,safety_off_evaluation,mixed_complex,IPPO,6,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,1,0,0,0,0,1,1,48.63,54.8,2.542,17.21,N/A (episode terminated early),N/A (early termination),0.7108,0.2722,0.544,0.2178,0.4352,95a32e5132dcbe1c08750d056b0be52db1d5bb2ac142815c58c42064ba807fdd
safetyoff__mixed_complex__IPPO__seed6__ep02,safety_off_evaluation,mixed_complex,IPPO,6,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,49.49,55.48,1.932,17.53,23.1777,0.7563,0.7356,0.4718,0.6149,0.3774,0.4919,95a32e5132dcbe1c08750d056b0be52db1d5bb2ac142815c58c42064ba807fdd
safetyoff__mixed_complex__IPPO__seed6__ep03,safety_off_evaluation,mixed_complex,IPPO,6,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,0,50.85,56.07,2.134,17.37,22.9692,0.7562,0.7029,0.4937,0.7714,0.395,0.6171,95a32e5132dcbe1c08750d056b0be52db1d5bb2ac142815c58c42064ba807fdd
safetyoff__mixed_complex__IPPO__seed6__ep04,safety_off_evaluation,mixed_complex,IPPO,6,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,50.11,54.67,1.12,18.34,22.8654,0.8021,0.7409,0.6625,0.7654,0.53,0.6123,95a32e5132dcbe1c08750d056b0be52db1d5bb2ac142815c58c42064ba807fdd
safetyoff__mixed_complex__IPPO__seed6__ep05,safety_off_evaluation,mixed_complex,IPPO,6,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,1,0,1,1,1,1,0,0,1,1,52.41,58.55,2.92,17.18,N/A (episode terminated early),N/A (early termination),0.7483,0.3031,0.3665,0.2425,0.2932,95a32e5132dcbe1c08750d056b0be52db1d5bb2ac142815c58c42064ba807fdd
safetyoff__mixed_complex__IPPO__seed6__ep06,safety_off_evaluation,mixed_complex,IPPO,6,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,52.17,59.77,2.811,17.56,23.1777,0.7576,0.6908,0.6359,0.6688,0.5087,0.535,95a32e5132dcbe1c08750d056b0be52db1d5bb2ac142815c58c42064ba807fdd
safetyoff__mixed_complex__IPPO__seed6__ep07,safety_off_evaluation,mixed_complex,IPPO,6,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,51.37,57.53,2.154,18.03,22.822,0.79,0.7033,0.5521,0.5543,0.4417,0.4434,95a32e5132dcbe1c08750d056b0be52db1d5bb2ac142815c58c42064ba807fdd
safetyoff__mixed_complex__IPPO__seed6__ep08,safety_off_evaluation,mixed_complex,IPPO,6,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,0,49.77,55.81,1.756,18.43,23.1342,0.7967,0.7501,0.5485,0.7232,0.4388,0.5786,95a32e5132dcbe1c08750d056b0be52db1d5bb2ac142815c58c42064ba807fdd
safetyoff__mixed_complex__IPPO__seed6__ep09,safety_off_evaluation,mixed_complex,IPPO,6,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,1,0,1,1,1,1,0,0,1,1,45.58,49.3,2.626,17.09,N/A (episode terminated early),N/A (early termination),0.7626,0.2681,0.4822,0.2145,0.3858,95a32e5132dcbe1c08750d056b0be52db1d5bb2ac142815c58c42064ba807fdd
safetyoff__mixed_complex__IPPO__seed7__ep00,safety_off_evaluation,mixed_complex,IPPO,7,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,1,45.65,51.87,1.95,18.36,22.9279,0.8008,0.7304,0.6213,0.6378,0.497,0.5102,91f906bcfcc33f0f6bf1ea48306af9c328fe32521dd39676cdf7fa55ff254b0f
safetyoff__mixed_complex__IPPO__seed7__ep01,safety_off_evaluation,mixed_complex,IPPO,7,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,0,1,1,0,0,1,1,51.67,58.85,2.251,17.99,N/A (episode terminated early),N/A (early termination),0.7,0.3682,0.4982,0.2946,0.3986,91f906bcfcc33f0f6bf1ea48306af9c328fe32521dd39676cdf7fa55ff254b0f
safetyoff__mixed_complex__IPPO__seed7__ep02,safety_off_evaluation,mixed_complex,IPPO,7,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,1,0,0,0,1,1,49.8,55.09,0.72,18.12,N/A (episode terminated early),N/A (early termination),0.679,0.364,0.4171,0.2912,0.3337,91f906bcfcc33f0f6bf1ea48306af9c328fe32521dd39676cdf7fa55ff254b0f
safetyoff__mixed_complex__IPPO__seed7__ep03,safety_off_evaluation,mixed_complex,IPPO,7,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,1,47.38,51.72,1.754,17.83,23.0576,0.7733,0.7532,0.5456,0.6142,0.4365,0.4914,91f906bcfcc33f0f6bf1ea48306af9c328fe32521dd39676cdf7fa55ff254b0f
safetyoff__mixed_complex__IPPO__seed7__ep04,safety_off_evaluation,mixed_complex,IPPO,7,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,0,1,1,0,0,1,1,46.23,50.17,2.382,17.99,N/A (episode terminated early),N/A (early termination),0.7282,0.3994,0.3844,0.3195,0.3075,91f906bcfcc33f0f6bf1ea48306af9c328fe32521dd39676cdf7fa55ff254b0f
safetyoff__mixed_complex__IPPO__seed7__ep05,safety_off_evaluation,mixed_complex,IPPO,7,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,1,0,1,1,1,1,0,0,1,1,52.05,58.37,2.112,17.42,N/A (episode terminated early),N/A (early termination),0.7405,0.2837,0.3719,0.227,0.2975,91f906bcfcc33f0f6bf1ea48306af9c328fe32521dd39676cdf7fa55ff254b0f
safetyoff__mixed_complex__IPPO__seed7__ep06,safety_off_evaluation,mixed_complex,IPPO,7,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,1,1,0,0,0,1,1,47.87,52.48,2.828,18.42,N/A (episode terminated early),N/A (early termination),0.7321,0.2723,0.5155,0.2178,0.4124,91f906bcfcc33f0f6bf1ea48306af9c328fe32521dd39676cdf7fa55ff254b0f
safetyoff__mixed_complex__IPPO__seed7__ep07,safety_off_evaluation,mixed_complex,IPPO,7,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,1,1,0,0,0,1,1,47.81,52.82,1.925,17.46,N/A (episode terminated early),N/A (early termination),0.6787,0.3195,0.4453,0.2556,0.3562,91f906bcfcc33f0f6bf1ea48306af9c328fe32521dd39676cdf7fa55ff254b0f
safetyoff__mixed_complex__IPPO__seed7__ep08,safety_off_evaluation,mixed_complex,IPPO,7,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,0,46.3,53.13,2.903,17.0835,23.1823,0.7369,0.7611,0.7166,0.8248,0.5733,0.6598,91f906bcfcc33f0f6bf1ea48306af9c328fe32521dd39676cdf7fa55ff254b0f
safetyoff__mixed_complex__IPPO__seed7__ep09,safety_off_evaluation,mixed_complex,IPPO,7,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,0,0,0,1,52.94,57.89,0.909,17.34,N/A (episode terminated early),N/A (early termination),0.6819,0.669,0.5844,0.5352,0.4675,91f906bcfcc33f0f6bf1ea48306af9c328fe32521dd39676cdf7fa55ff254b0f
safetyoff__static_clutter__MAPPO__seed0__ep00,safety_off_evaluation,static_clutter,MAPPO,0,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,38.53,44,2.58,17.66,21.1127,0.8365,0.6724,0.6647,N/A,0.5318,N/A,ec1c383b4649fd531346da64525d395fd2beca8789ffa7fbd7a970cde43fc117
safetyoff__static_clutter__MAPPO__seed0__ep01,safety_off_evaluation,static_clutter,MAPPO,0,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,40.67,44.55,2.074,17.16,21.2377,0.808,0.6905,0.5875,N/A,0.47,N/A,ec1c383b4649fd531346da64525d395fd2beca8789ffa7fbd7a970cde43fc117
safetyoff__static_clutter__MAPPO__seed0__ep02,safety_off_evaluation,static_clutter,MAPPO,0,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,33.66,38.23,2.433,17.48,21.4252,0.8159,0.7327,0.6625,N/A,0.53,N/A,ec1c383b4649fd531346da64525d395fd2beca8789ffa7fbd7a970cde43fc117
safetyoff__static_clutter__MAPPO__seed0__ep03,safety_off_evaluation,static_clutter,MAPPO,0,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,35.22,38.43,2.111,17.92,21.1127,0.8488,0.7074,0.5656,N/A,0.4525,N/A,ec1c383b4649fd531346da64525d395fd2beca8789ffa7fbd7a970cde43fc117
safetyoff__static_clutter__MAPPO__seed0__ep04,safety_off_evaluation,static_clutter,MAPPO,0,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,34.54,38.09,1.928,18.12,21.3627,0.8482,0.7108,0.4066,N/A,0.3253,N/A,ec1c383b4649fd531346da64525d395fd2beca8789ffa7fbd7a970cde43fc117
safetyoff__static_clutter__MAPPO__seed0__ep05,safety_off_evaluation,static_clutter,MAPPO,0,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,1,0,0,0,0,1,N/A,35.49,39.85,1.949,17.31,N/A (episode terminated early),N/A (early termination),0.7446,0.3145,N/A,0.2516,N/A,ec1c383b4649fd531346da64525d395fd2beca8789ffa7fbd7a970cde43fc117
safetyoff__static_clutter__MAPPO__seed0__ep06,safety_off_evaluation,static_clutter,MAPPO,0,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,0,0,1,N/A,35.99,40.48,1.744,17.48,N/A (episode terminated early),N/A (early termination),0.7128,0.4052,N/A,0.3242,N/A,ec1c383b4649fd531346da64525d395fd2beca8789ffa7fbd7a970cde43fc117
safetyoff__static_clutter__MAPPO__seed0__ep07,safety_off_evaluation,static_clutter,MAPPO,0,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,1,0,1,0,0,1,N/A,37.95,41.32,2.7,17.84,N/A (episode terminated early),N/A (early termination),0.7381,0.3587,N/A,0.287,N/A,ec1c383b4649fd531346da64525d395fd2beca8789ffa7fbd7a970cde43fc117
safetyoff__static_clutter__MAPPO__seed0__ep08,safety_off_evaluation,static_clutter,MAPPO,0,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,37.31,42.51,2.009,17.79,21.1127,0.8426,0.7076,0.5342,N/A,0.4274,N/A,ec1c383b4649fd531346da64525d395fd2beca8789ffa7fbd7a970cde43fc117
safetyoff__static_clutter__MAPPO__seed0__ep09,safety_off_evaluation,static_clutter,MAPPO,0,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,0,0,1,N/A,34.86,38.71,1.185,18.01,N/A (episode terminated early),N/A (early termination),0.6827,0.3923,N/A,0.3138,N/A,ec1c383b4649fd531346da64525d395fd2beca8789ffa7fbd7a970cde43fc117
safetyoff__static_clutter__MAPPO__seed1__ep00,safety_off_evaluation,static_clutter,MAPPO,1,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,35.55,40.21,2.846,17.63,21.4252,0.8229,0.7575,0.5243,N/A,0.4194,N/A,321f4caa0245b40b17f57578eafff31f67d31111f5f6185b74e7150ac54a2c09
safetyoff__static_clutter__MAPPO__seed1__ep01,safety_off_evaluation,static_clutter,MAPPO,1,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,33.04,36.69,2.686,18.45,21.3627,0.8637,0.6773,0.6378,N/A,0.5102,N/A,321f4caa0245b40b17f57578eafff31f67d31111f5f6185b74e7150ac54a2c09
safetyoff__static_clutter__MAPPO__seed1__ep02,safety_off_evaluation,static_clutter,MAPPO,1,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,0,0,0,N/A,40.21,44.54,0.868,17.29,N/A (episode terminated early),N/A (early termination),0.7276,0.6479,N/A,0.5183,N/A,321f4caa0245b40b17f57578eafff31f67d31111f5f6185b74e7150ac54a2c09
safetyoff__static_clutter__MAPPO__seed1__ep03,safety_off_evaluation,static_clutter,MAPPO,1,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,33.14,37.8,0.896,17.7,21.4252,0.8261,0.7699,0.4753,N/A,0.3802,N/A,321f4caa0245b40b17f57578eafff31f67d31111f5f6185b74e7150ac54a2c09
safetyoff__static_clutter__MAPPO__seed1__ep04,safety_off_evaluation,static_clutter,MAPPO,1,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,38.07,41.33,2.501,17.78,21.4252,0.8299,0.7641,0.3764,N/A,0.3011,N/A,321f4caa0245b40b17f57578eafff31f67d31111f5f6185b74e7150ac54a2c09
safetyoff__static_clutter__MAPPO__seed1__ep05,safety_off_evaluation,static_clutter,MAPPO,1,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,37.51,40.57,2.551,17.62,21.3002,0.8272,0.7626,0.7144,N/A,0.5715,N/A,321f4caa0245b40b17f57578eafff31f67d31111f5f6185b74e7150ac54a2c09
safetyoff__static_clutter__MAPPO__seed1__ep06,safety_off_evaluation,static_clutter,MAPPO,1,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,34.58,38.7,2.834,17.45,21.3627,0.8168,0.6995,0.4597,N/A,0.3678,N/A,321f4caa0245b40b17f57578eafff31f67d31111f5f6185b74e7150ac54a2c09
safetyoff__static_clutter__MAPPO__seed1__ep07,safety_off_evaluation,static_clutter,MAPPO,1,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,38.04,41.75,1.034,17.51,21.3002,0.8221,0.711,0.6614,N/A,0.5291,N/A,321f4caa0245b40b17f57578eafff31f67d31111f5f6185b74e7150ac54a2c09
safetyoff__static_clutter__MAPPO__seed1__ep08,safety_off_evaluation,static_clutter,MAPPO,1,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,35.36,40.3,2.102,18.22,21.2377,0.8579,0.7342,0.3631,N/A,0.2905,N/A,321f4caa0245b40b17f57578eafff31f67d31111f5f6185b74e7150ac54a2c09
safetyoff__static_clutter__MAPPO__seed1__ep09,safety_off_evaluation,static_clutter,MAPPO,1,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,0,0,1,N/A,38.44,43.16,1.146,17.26,N/A (episode terminated early),N/A (early termination),0.7523,0.5031,N/A,0.4025,N/A,321f4caa0245b40b17f57578eafff31f67d31111f5f6185b74e7150ac54a2c09
safetyoff__static_clutter__MAPPO__seed2__ep00,safety_off_evaluation,static_clutter,MAPPO,2,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,38.32,44.03,2.539,18.32,21.1127,0.8677,0.7637,0.6691,N/A,0.5353,N/A,6a0bd037f8697b5eeac73779131a2229fbd81cd7b7caaf3ba8127a7e59942fe5
safetyoff__static_clutter__MAPPO__seed2__ep01,safety_off_evaluation,static_clutter,MAPPO,2,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,36.52,40.41,0.982,17.11,21.3627,0.8009,0.7074,0.6552,N/A,0.5242,N/A,6a0bd037f8697b5eeac73779131a2229fbd81cd7b7caaf3ba8127a7e59942fe5
safetyoff__static_clutter__MAPPO__seed2__ep02,safety_off_evaluation,static_clutter,MAPPO,2,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,36.27,39.33,2.319,17.57,21.3627,0.8225,0.6914,0.5915,N/A,0.4732,N/A,6a0bd037f8697b5eeac73779131a2229fbd81cd7b7caaf3ba8127a7e59942fe5
safetyoff__static_clutter__MAPPO__seed2__ep03,safety_off_evaluation,static_clutter,MAPPO,2,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,39.15,42.36,1.26,17.45,21.5502,0.8097,0.6817,0.457,N/A,0.3656,N/A,6a0bd037f8697b5eeac73779131a2229fbd81cd7b7caaf3ba8127a7e59942fe5
safetyoff__static_clutter__MAPPO__seed2__ep04,safety_off_evaluation,static_clutter,MAPPO,2,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,1,N/A,37.84,43.09,2.034,18.03,21.3002,0.8465,0.7197,0.4656,N/A,0.3725,N/A,6a0bd037f8697b5eeac73779131a2229fbd81cd7b7caaf3ba8127a7e59942fe5
safetyoff__static_clutter__MAPPO__seed2__ep05,safety_off_evaluation,static_clutter,MAPPO,2,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,0,0,1,N/A,39.61,43.16,2.874,17.22,N/A (episode terminated early),N/A (early termination),0.7152,0.4334,N/A,0.3467,N/A,6a0bd037f8697b5eeac73779131a2229fbd81cd7b7caaf3ba8127a7e59942fe5
safetyoff__static_clutter__MAPPO__seed2__ep06,safety_off_evaluation,static_clutter,MAPPO,2,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,35.29,39.82,2.503,17.46,21.1127,0.827,0.7369,0.6993,N/A,0.5594,N/A,6a0bd037f8697b5eeac73779131a2229fbd81cd7b7caaf3ba8127a7e59942fe5
safetyoff__static_clutter__MAPPO__seed2__ep07,safety_off_evaluation,static_clutter,MAPPO,2,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,38.51,41.71,2.139,17.5,21.2377,0.824,0.6893,0.7021,N/A,0.5617,N/A,6a0bd037f8697b5eeac73779131a2229fbd81cd7b7caaf3ba8127a7e59942fe5
safetyoff__static_clutter__MAPPO__seed2__ep08,safety_off_evaluation,static_clutter,MAPPO,2,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,33.98,37.44,2.001,17.63,21.1127,0.835,0.7305,0.5656,N/A,0.4525,N/A,6a0bd037f8697b5eeac73779131a2229fbd81cd7b7caaf3ba8127a7e59942fe5
safetyoff__static_clutter__MAPPO__seed2__ep09,safety_off_evaluation,static_clutter,MAPPO,2,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,40.86,44.19,1.324,17.28,21.1752,0.8161,0.7207,0.7404,N/A,0.5923,N/A,6a0bd037f8697b5eeac73779131a2229fbd81cd7b7caaf3ba8127a7e59942fe5
safetyoff__static_clutter__MAPPO__seed3__ep00,safety_off_evaluation,static_clutter,MAPPO,3,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,35.77,41,2.941,17.55,21.1752,0.8288,0.7671,0.6409,N/A,0.5127,N/A,719530eb98e793eb5a65cd49772fe7dffecf6aae016fcf70507b708c346a2fe1
safetyoff__static_clutter__MAPPO__seed3__ep01,safety_off_evaluation,static_clutter,MAPPO,3,1,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,38.33,43.64,1.595,17.23,21.3002,0.8089,0.6953,0.7404,N/A,0.5923,N/A,719530eb98e793eb5a65cd49772fe7dffecf6aae016fcf70507b708c346a2fe1
safetyoff__static_clutter__MAPPO__seed3__ep02,safety_off_evaluation,static_clutter,MAPPO,3,2,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,1,0,0,N/A,40.07,43.57,1.444,17.1,N/A (episode terminated early),N/A (early termination),0.7493,0.6067,N/A,0.4854,N/A,719530eb98e793eb5a65cd49772fe7dffecf6aae016fcf70507b708c346a2fe1
safetyoff__static_clutter__MAPPO__seed3__ep03,safety_off_evaluation,static_clutter,MAPPO,3,3,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,36.5,40.11,0.831,17.95,21.3627,0.8403,0.6822,0.5905,N/A,0.4724,N/A,719530eb98e793eb5a65cd49772fe7dffecf6aae016fcf70507b708c346a2fe1
safetyoff__static_clutter__MAPPO__seed3__ep04,safety_off_evaluation,static_clutter,MAPPO,3,4,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,36.15,41.14,2.282,17.41,21.4877,0.8102,0.68,0.6933,N/A,0.5546,N/A,719530eb98e793eb5a65cd49772fe7dffecf6aae016fcf70507b708c346a2fe1
safetyoff__static_clutter__MAPPO__seed3__ep05,safety_off_evaluation,static_clutter,MAPPO,3,5,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,37.36,42.45,2.049,17.33,21.2377,0.816,0.7198,0.6676,N/A,0.5341,N/A,719530eb98e793eb5a65cd49772fe7dffecf6aae016fcf70507b708c346a2fe1
safetyoff__static_clutter__MAPPO__seed3__ep06,safety_off_evaluation,static_clutter,MAPPO,3,6,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,36.34,40.55,2.237,18.44,21.3002,0.8657,0.7243,0.662,N/A,0.5296,N/A,719530eb98e793eb5a65cd49772fe7dffecf6aae016fcf70507b708c346a2fe1
safetyoff__static_clutter__MAPPO__seed3__ep07,safety_off_evaluation,static_clutter,MAPPO,3,7,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,3,0,1,0,0,1,0,0,1,N/A,35.28,40.35,1.875,17.88,N/A (episode terminated early),N/A (early termination),0.7431,0.4883,N/A,0.3906,N/A,719530eb98e793eb5a65cd49772fe7dffecf6aae016fcf70507b708c346a2fe1
safetyoff__static_clutter__MAPPO__seed3__ep08,safety_off_evaluation,static_clutter,MAPPO,3,8,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,2,0,1,1,0,1,0,0,1,N/A,33.23,38.14,2.732,18.16,N/A (episode terminated early),N/A (early termination),0.7691,0.2949,N/A,0.2359,N/A,719530eb98e793eb5a65cd49772fe7dffecf6aae016fcf70507b708c346a2fe1
safetyoff__static_clutter__MAPPO__seed3__ep09,safety_off_evaluation,static_clutter,MAPPO,3,9,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,39.09,44.31,1.307,17.51,21.1752,0.8269,0.7571,0.588,N/A,0.4704,N/A,719530eb98e793eb5a65cd49772fe7dffecf6aae016fcf70507b708c346a2fe1
safetyoff__static_clutter__MAPPO__seed4__ep00,safety_off_evaluation,static_clutter,MAPPO,4,0,4,1,OFF,ON,ON,ON,OFF,OFF,OFF,0.1,4,1,0,0,0,0,0,0,0,N/A,40.75,46.66,2.391,18.24,21.2377,0.8589,0.7031,0.6015,N/A,0.4812,N/A,840482c27686e25edc4533601879d72af9f5e2173bf0e8e5130a49ebff58043b
