diagnostic_id,scenario,method,step_index,t_s,pair_i,pair_j,relative_distance_m,relative_speed_m_s,tau_CPA_s,d_CPA_m,edge_active,gate_value_i,gate_value_j,raw_residual_i,gated_residual_i,raw_residual_j,gated_residual_j,expected_interpretation
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,121,12.1,robot_1,robot_2,2.0502,0.3863,2.348,1.8559,0,0,0,0.1154,0,-0.1976,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,122,12.2,robot_1,robot_2,2.0281,0.3933,2.216,1.8482,0,0,0,0.0166,0,0.0297,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,123,12.3,robot_1,robot_2,2.1776,0.3806,2.267,2.038,0,0,0,-0.1113,0,-0.0013,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,124,12.4,robot_1,robot_2,2.1119,0.4313,2.466,1.9544,0,0,0,-0.0212,0,-0.0019,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,125,12.5,robot_1,robot_2,2.0843,0.4094,2.178,1.9317,0,0,0,-0.0816,0,-0.1447,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,126,12.6,robot_1,robot_2,2.1301,0.4346,2.113,2.0002,0,0,0,-0.18,0,-0.1531,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,127,12.7,robot_1,robot_2,1.9762,0.4369,2.053,1.8292,0,0,0,0.0316,0,-0.1801,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,128,12.8,robot_1,robot_2,2.0486,0.3882,2.149,1.8624,0,0,0,0.1667,0,0.198,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,129,12.9,robot_1,robot_2,1.9313,0.4555,2.231,1.7375,0,0,0,-0.0235,0,-0.0432,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,130,13,robot_1,robot_2,1.9286,0.4299,2.103,1.783,0,0,0,-0.1077,0,-0.0687,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,131,13.1,robot_1,robot_2,1.857,0.3856,2.253,1.7358,0,0,0,0.1366,0,0.1223,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,132,13.2,robot_1,robot_2,2.0071,0.4533,2.188,1.8807,0,0,0,0.1798,0,-0.0263,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,133,13.3,robot_1,robot_2,1.9852,0.4439,1.954,1.8435,0,0,0,0.0283,0,-0.1071,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,134,13.4,robot_1,robot_2,1.9261,0.3909,2.106,1.8088,0,0,0,-0.0886,0,-0.1709,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,135,13.5,robot_1,robot_2,1.8707,0.46,2.176,1.7543,0,0,0,-0.1389,0,0.1448,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,136,13.6,robot_1,robot_2,1.8071,0.453,1.941,1.6335,0,0,0,0.1258,0,0.043,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,137,13.7,robot_1,robot_2,1.917,0.4168,1.889,1.766,0,0,0,0.152,0,0.1588,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,138,13.8,robot_1,robot_2,1.9096,0.4921,1.915,1.7241,0,0,0,0.157,0,0.1019,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,139,13.9,robot_1,robot_2,1.8522,0.5011,2.007,1.6811,0,0,0,-0.1608,0,0.13,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,140,14,robot_1,robot_2,1.696,0.5044,1.696,1.5394,0,0,0,0.1897,0,0.078,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,141,14.1,robot_1,robot_2,1.7685,0.4434,2.011,1.6629,0,0,0,0.1099,0,0.0187,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,142,14.2,robot_1,robot_2,1.7351,0.472,1.911,1.5628,0,0,0,-0.1241,0,0.1537,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,143,14.3,robot_1,robot_2,1.6543,0.4391,1.926,1.491,0,0,0,0.0685,0,-0.067,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,144,14.4,robot_1,robot_2,1.6092,0.5099,1.677,1.4524,0,0,0,0.0653,0,0.0231,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,145,14.5,robot_1,robot_2,1.6457,0.5073,1.892,1.5077,0,0,0,0.0188,0,-0.1268,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,146,14.6,robot_1,robot_2,1.7156,0.5027,1.737,1.5648,0,0,0,0.0806,0,0.1726,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,147,14.7,robot_1,robot_2,1.6506,0.5031,1.68,1.5164,0,0,0,-0.0867,0,-0.0653,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,148,14.8,robot_1,robot_2,1.7204,0.5307,1.702,1.5439,0,0,0,-0.1009,0,0.0229,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,149,14.9,robot_1,robot_2,1.6162,0.5421,1.539,1.418,0,0,0,-0.0936,0,0.1541,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,150,15,robot_1,robot_2,1.6709,0.5052,1.636,1.4725,0,0,0,-0.1156,0,0.019,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,151,15.1,robot_1,robot_2,1.6023,0.4658,1.735,1.4523,0,0,0,0.1526,0,-0.0703,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,152,15.2,robot_1,robot_2,1.5715,0.4691,1.354,1.3894,0,0,0,0.0425,0,0.0449,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,153,15.3,robot_1,robot_2,1.5918,0.4896,1.491,1.4138,0,0,0,-0.1331,0,-0.0057,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,154,15.4,robot_1,robot_2,1.5324,0.5042,1.404,1.3452,0,0,0,0.1651,0,0.1542,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,155,15.5,robot_1,robot_2,1.4616,0.5468,1.533,1.2781,0,0,0,-0.0773,0,0.0343,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,156,15.6,robot_1,robot_2,1.4844,0.5671,1.542,1.3322,0,0,0,0.0863,0,-0.0622,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,157,15.7,robot_1,robot_2,1.4277,0.4952,1.561,1.2335,0,0,0,0.0806,0,0.1779,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,158,15.8,robot_1,robot_2,1.5558,0.5345,1.271,1.3642,0,0,0,0.1578,0,-0.1213,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,159,15.9,robot_1,robot_2,1.3486,0.5128,1.288,1.2011,0,0,0,0.0823,0,0.1947,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,160,16,robot_1,robot_2,1.4619,0.5086,1.222,1.2898,0,0,0,-0.0808,0,-0.1935,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,161,16.1,robot_1,robot_2,1.377,0.5798,1.474,1.2382,0,0,0,0.1256,0,0.145,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,162,16.2,robot_1,robot_2,1.4143,0.5915,1.323,1.2285,0,0,0,0.1673,0,0.1202,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,163,16.3,robot_1,robot_2,1.2844,0.5463,1.204,1.0922,0,0,0,0.0155,0,0.1004,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,164,16.4,robot_1,robot_2,1.2975,0.576,1.164,1.1027,0,0,0,-0.1379,0,-0.1748,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,165,16.5,robot_1,robot_2,1.386,0.5556,1.102,1.2273,0,0,0,0.1019,0,0.1924,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,166,16.6,robot_1,robot_2,1.3761,0.6072,1.028,1.2344,0,0,0,-0.0807,0,-0.0003,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,167,16.7,robot_1,robot_2,1.2043,0.5682,1.193,1.0501,0,0,0,0.0832,0,-0.0962,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,168,16.8,robot_1,robot_2,1.3387,0.6022,1.089,1.2048,0,0,0,-0.1524,0,-0.1898,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,169,16.9,robot_1,robot_2,1.2647,0.5371,1.085,1.08,0,0,0,-0.0584,0,0.0198,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,170,17,robot_1,robot_2,1.269,0.5578,1.193,1.1185,0,0,0,0.0798,0,-0.0656,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,171,17.1,robot_1,robot_2,1.175,0.5619,1.103,1.0419,0,0,0,0.1941,0,0.1763,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,172,17.2,robot_1,robot_2,1.2934,0.6192,1.013,1.1572,0,0,0,-0.1965,0,-0.0217,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,173,17.3,robot_1,robot_2,1.2438,0.6175,0.836,1.0595,0,0,0,-0.1832,0,-0.0982,0,无预测冲突，gate关闭
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,174,17.4,robot_1,robot_2,1.127,0.5526,0.834,0.9443,1,0.582,0.582,-0.1695,-0.0987,0.1066,0.062,预测到冲突，gate开启传递残差
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,175,17.5,robot_1,robot_2,1.1205,0.6477,0.826,1.0177,0,0,0,0.0108,0,0.1357,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,176,17.6,robot_1,robot_2,1.1441,0.6163,0.985,1.0026,0,0,0,0.1835,0,0.1761,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,177,17.7,robot_1,robot_2,1.1419,0.5607,0.865,1.0098,0,0,0,-0.1347,0,0.0654,0,无预测冲突，gate关闭
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,178,17.8,robot_1,robot_2,1.1554,0.6235,0.779,0.9863,1,0.5631,0.5631,-0.0853,-0.048,0.0988,0.0556,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,179,17.9,robot_1,robot_2,0.9831,0.5985,0.811,0.845,1,0.6779,0.6779,0.1073,0.0727,-0.1141,-0.0774,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,180,18,robot_1,robot_2,0.9896,0.6157,0.689,0.8351,1,0.6736,0.6736,-0.1759,-0.1185,-0.1388,-0.0935,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,181,18.1,robot_1,robot_2,1.1277,0.6734,0.565,0.9313,1,0.5815,0.5815,-0.0386,-0.0224,0.1211,0.0704,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,182,18.2,robot_1,robot_2,1.0592,0.5817,0.884,0.9219,1,0.6272,0.6272,-0.1853,-0.1162,0.0369,0.0231,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,183,18.3,robot_1,robot_2,1.1045,0.6132,0.49,0.9295,1,0.597,0.597,-0.1251,-0.0747,0.098,0.0585,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,184,18.4,robot_1,robot_2,0.9339,0.6766,0.643,0.7944,1,0.7107,0.7107,0.1138,0.0809,0.0114,0.0081,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,185,18.5,robot_1,robot_2,0.9979,0.6493,0.816,0.8429,1,0.668,0.668,-0.0267,-0.0178,-0.032,-0.0214,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,186,18.6,robot_1,robot_2,1.0485,0.6248,0.599,0.9441,1,0.6343,0.6343,0.155,0.0983,0.0985,0.0625,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,187,18.7,robot_1,robot_2,0.8588,0.6407,0.483,0.7227,1,0.7608,0.7608,0.0696,0.0529,0.0003,0.0003,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,188,18.8,robot_1,robot_2,0.8434,0.67,0.429,0.7101,1,0.7711,0.7711,-0.0293,-0.0226,0.1534,0.1183,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,189,18.9,robot_1,robot_2,0.8111,0.6107,0.316,0.6844,1,0.7926,0.7926,0.0665,0.0527,0.15,0.1189,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,190,19,robot_1,robot_2,0.9343,0.6459,0.646,0.7937,1,0.7105,0.7105,0.0111,0.0079,-0.1634,-0.1161,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,191,19.1,robot_1,robot_2,0.8692,0.7107,0.404,0.7222,1,0.7539,0.7539,-0.0823,-0.0621,0.0849,0.064,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,192,19.2,robot_1,robot_2,0.8893,0.6422,0.328,0.7507,1,0.7405,0.7405,-0.1189,-0.0881,0.0394,0.0291,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,193,19.3,robot_1,robot_2,0.7808,0.7065,0.198,0.6564,1,0.8128,0.8128,0.0235,0.0191,-0.0207,-0.0168,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,194,19.4,robot_1,robot_2,0.8147,0.6268,0.359,0.639,1,0.7902,0.7902,-0.1292,-0.1021,-0.0714,-0.0564,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,195,19.5,robot_1,robot_2,0.7861,0.6806,0.352,0.6835,1,0.8093,0.8093,-0.1412,-0.1143,-0.1455,-0.1177,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,196,19.6,robot_1,robot_2,0.7773,0.693,0.451,0.604,1,0.8151,0.8151,0.0096,0.0078,0.0984,0.0802,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,197,19.7,robot_1,robot_2,0.7511,0.7361,0.169,0.6051,1,0.8326,0.8326,0.1441,0.12,0.0362,0.0302,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,198,19.8,robot_1,robot_2,0.6738,0.689,0.177,0.5151,1,0.8842,0.8842,-0.0704,-0.0622,-0.1563,-0.1382,预测到冲突，gate开启传递残差
predicted_conflict_gate_opening,controlled_pair_diagnostic,CA-GAT-MAPPO,199,19.9,robot_1,robot_2,0.6183,0.6696,0.307,0.4696,1,0.9211,0.9211,-0.0675,-0.0622,-0.1493,-0.1375,预测到冲突，gate开启传递残差
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,200,20,robot_1,robot_2,2.4484,0.3112,2.95,2.3137,0,0,0,-0.0537,0,0.0356,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,201,20.1,robot_1,robot_2,2.5777,0.3011,2.839,2.4749,0,0,0,0.1881,0,-0.1154,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,202,20.2,robot_1,robot_2,2.5542,0.3151,2.864,2.3986,0,0,0,0.1872,0,0.0065,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,203,20.3,robot_1,robot_2,2.3962,0.3504,2.848,2.2924,0,0,0,-0.0634,0,-0.145,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,204,20.4,robot_1,robot_2,2.4357,0.3447,2.804,2.3275,0,0,0,-0.129,0,-0.095,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,205,20.5,robot_1,robot_2,2.5026,0.3643,2.935,2.3852,0,0,0,0.1001,0,0.1983,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,206,20.6,robot_1,robot_2,2.4407,0.301,3.027,2.2935,0,0,0,-0.0148,0,0.0039,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,207,20.7,robot_1,robot_2,2.4618,0.3646,2.727,2.3113,0,0,0,0.1198,0,0.122,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,208,20.8,robot_1,robot_2,2.4144,0.3588,2.893,2.3078,0,0,0,-0.0287,0,0.0873,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,209,20.9,robot_1,robot_2,2.3607,0.2867,2.559,2.2545,0,0,0,-0.0468,0,0.1588,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,210,21,robot_1,robot_2,2.411,0.3845,2.785,2.2572,0,0,0,-0.0244,0,0.0412,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,211,21.1,robot_1,robot_2,2.3417,0.317,2.819,2.1525,0,0,0,-0.1875,0,-0.0874,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,212,21.2,robot_1,robot_2,2.2378,0.3561,2.582,2.0561,0,0,0,0.078,0,0.0751,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,213,21.3,robot_1,robot_2,2.2209,0.3112,2.782,2.0503,0,0,0,-0.1203,0,-0.0871,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,214,21.4,robot_1,robot_2,2.2717,0.3349,2.592,2.1261,0,0,0,0.0552,0,0.1527,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,215,21.5,robot_1,robot_2,2.1348,0.3549,2.695,2.0167,0,0,0,-0.0497,0,0.0394,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,216,21.6,robot_1,robot_2,2.239,0.322,2.442,2.0667,0,0,0,0.1266,0,0.0417,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,217,21.7,robot_1,robot_2,2.1312,0.4028,2.605,1.9949,0,0,0,-0.1073,0,0.1333,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,218,21.8,robot_1,robot_2,2.2189,0.3244,2.431,2.1102,0,0,0,-0.0728,0,-0.0984,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,219,21.9,robot_1,robot_2,2.1627,0.3881,2.474,2.0322,0,0,0,0.104,0,-0.0273,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,220,22,robot_1,robot_2,2.045,0.4076,2.445,1.9106,0,0,0,0.1689,0,0.1021,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,221,22.1,robot_1,robot_2,2.1033,0.3809,2.4,1.9727,0,0,0,-0.0687,0,-0.0341,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,222,22.2,robot_1,robot_2,2.0269,0.4168,2.457,1.8565,0,0,0,0.1249,0,-0.141,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,223,22.3,robot_1,robot_2,2.105,0.3965,2.226,1.9585,0,0,0,-0.0932,0,-0.0924,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,224,22.4,robot_1,robot_2,1.9739,0.4155,2.47,1.8276,0,0,0,-0.139,0,-0.1772,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,225,22.5,robot_1,robot_2,1.9928,0.4167,2.328,1.8436,0,0,0,-0.0554,0,-0.1122,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,226,22.6,robot_1,robot_2,1.9524,0.4486,2.461,1.8367,0,0,0,-0.0683,0,0.02,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,227,22.7,robot_1,robot_2,1.9596,0.4359,2.198,1.7895,0,0,0,0.128,0,-0.0147,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,228,22.8,robot_1,robot_2,1.9284,0.4505,2.319,1.8078,0,0,0,0.1655,0,-0.0012,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,229,22.9,robot_1,robot_2,1.9079,0.4651,2.357,1.8049,0,0,0,-0.1549,0,0.1039,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,230,23,robot_1,robot_2,1.8626,0.4671,1.987,1.7484,0,0,0,0.1736,0,-0.1385,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,231,23.1,robot_1,robot_2,1.9482,0.4496,2.236,1.831,0,0,0,-0.0622,0,-0.0027,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,232,23.2,robot_1,robot_2,1.8414,0.4545,1.989,1.6537,0,0,0,0.0577,0,-0.0289,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,233,23.3,robot_1,robot_2,1.8208,0.3838,2.252,1.6755,0,0,0,-0.0983,0,0.0526,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,234,23.4,robot_1,robot_2,1.9325,0.4513,2.113,1.8105,0,0,0,0.0962,0,-0.0406,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,235,23.5,robot_1,robot_2,1.9341,0.4464,2.023,1.7964,0,0,0,-0.1913,0,0.0642,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,236,23.6,robot_1,robot_2,1.763,0.4141,2.071,1.6267,0,0,0,0.1609,0,-0.0432,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,237,23.7,robot_1,robot_2,1.8617,0.4365,2.046,1.6692,0,0,0,0.1743,0,-0.1567,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,238,23.8,robot_1,robot_2,1.889,0.4552,1.951,1.7814,0,0,0,-0.1735,0,-0.0732,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,239,23.9,robot_1,robot_2,1.8685,0.4785,1.813,1.672,0,0,0,-0.051,0,0.1998,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,240,24,robot_1,robot_2,1.7335,0.4381,1.795,1.5919,0,0,0,0.0986,0,-0.0709,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,241,24.1,robot_1,robot_2,1.8597,0.4172,1.653,1.7356,0,0,0,-0.0219,0,0.1163,0,无预测冲突，gate关闭
slow_closing_no_predicted_conflict,controlled_pair_diagnostic,CA-GAT-MAPPO,242,24.2,robot_1,robot_2,1.761,0.48,1.787,1.6284,0,0,0,-0.0934,0,0.1497,0,无预测冲突，gate关闭
